time,u-speed,v-speed,pre_temp,humity,pressure,predict_speed,real_speed,theoryp,real_power
2016/5/17 18:30,6.08,0.86,8.34,83.07,887.47,6.140521151,11.93,48320.81,12266.51
2016/5/17 18:45,6.07,0.82,8.14,83.65,887.23,6.125136733,11.79,48588.36,12687.98
2016/5/17 19:00,5.8,0.83,8,84.13,887.3,5.85908696,12.29,49032.66,13023.88
2016/5/17 19:15,5.59,0.83,7.85,84.78,887.39,5.65128304,11.76,48385.25,12761.31
2016/5/17 19:30,5.27,1.09,7.69,85.58,887.25,5.38154253,12.15,49047.47,13748.06
2016/5/17 19:45,5.09,1.57,7.56,86.16,887.05,5.326631206,11.69,48933.49,15359.54
2016/5/17 20:00,5.04,1.77,7.45,86.51,887.04,5.34176937,10.7,46124.69,15770.96
2016/5/17 20:15,4.97,1.8,7.34,86.81,886.95,5.285915247,8.95,35613.26,14816.72
2016/5/17 20:30,4.83,1.8,7.21,87.16,886.87,5.154502886,8.02,28645.67,14751.04
2016/5/17 20:45,4.68,1.84,7.11,87.45,886.77,5.02871753,8.26,30436.63,14539.03
2016/5/17 21:00,4.53,1.76,7.06,87.67,886.68,4.85988683,8.66,33517.82,14650.02
2016/5/17 21:15,4.58,1.69,7.01,87.9,886.62,4.881854156,10.75,45901.99,15023.92
2016/5/17 21:30,4.62,1.44,6.97,88.29,886.67,4.839214812,11.64,48711.8,15281.97
2016/5/17 21:45,4.62,1.08,6.9,88.9,886.69,4.744554774,12.35,49565.99,15363.47
2016/5/17 22:00,4.56,0.78,6.81,89.67,886.77,4.626229566,12.7,49767.24,15361.64
2016/5/17 22:15,4.5,0.64,6.7,90.65,886.91,4.54528327,12.58,49782.23,15449.77
2016/5/17 22:30,4.45,0.69,6.61,91.52,886.99,4.503176657,11.49,48466.27,15783.41
2016/5/17 22:45,4.44,0.83,6.53,92.27,887.1,4.516912662,10.68,44943.92,15388.56
2016/5/17 23:00,4.26,1.12,6.46,92.76,887.13,4.404770142,10.13,41777.14,15426.67
2016/5/17 23:15,4.11,1.43,6.42,92.97,887.17,4.351666348,9.31,37365.54,16200.69
2016/5/17 23:30,3.99,1.49,6.39,93.19,887.21,4.259131367,10.17,42135.89,18242.48
2016/5/17 23:45,3.93,1.47,6.36,93.34,887.27,4.195926596,10.22,42878.24,17454.41
2016/5/18 0:00,3.96,1.47,6.4,92.79,887.32,4.224038352,8.3,30737.78,16448.03
2016/5/18 0:15,3.92,1.48,6.49,92.13,887.29,4.190083531,6.8,19656.91,12840.27
2016/5/18 0:30,4.24,1.38,6.57,91.18,887.04,4.458923637,5.97,13745.89,8756.83
2016/5/18 0:45,4.49,1.19,6.64,90.29,887.1,4.645018837,5.97,14002.71,9063.25
2016/5/18 1:00,4.58,0.99,6.67,89.66,887.32,4.68577635,6.46,17138.08,10808.89
2016/5/18 1:15,4.65,0.8,6.7,89.02,887.6,4.718315377,5.37,9809.03,6325.89
2016/5/18 1:30,4.81,0.57,6.69,88.61,887.88,4.843655644,5.21,8865.67,5583
2016/5/18 1:45,4.93,0.26,6.64,88.38,888.16,4.936851223,4.5,6115.41,3848.38
2016/5/18 2:00,4.92,0.09,6.56,88.36,888.38,4.920823102,2.72,1897.77,625.01
2016/5/18 2:15,4.81,-0.05,6.46,88.54,888.53,4.810259868,2.88,2202.5,886.29
2016/5/18 2:30,4.58,0.06,6.39,88.57,888.67,4.580392996,3.3,2772.23,1182.95
2016/5/18 2:45,4.33,0.52,6.38,88.33,888.73,4.361112243,2.83,1967.68,529.79
2016/5/18 3:00,4.57,0.56,6.39,87.9,888.9,4.604182881,3.15,2442.02,894.98
2016/5/18 3:15,4.62,0.79,6.43,87.13,889.05,4.687056646,3.6,3314.92,1766.21
2016/5/18 3:30,4.83,0.93,6.49,86.13,889.18,4.918719346,3.62,3314.64,1721.99
2016/5/18 3:45,5.15,1.06,6.57,84.76,889.3,5.257955877,3.8,3809.75,2024.99
2016/5/18 4:00,5.29,1.32,6.67,83.17,889.39,5.45220139,3.51,3212.79,1474.24
2016/5/18 4:15,5.69,1.48,6.78,81.47,889.47,5.879328193,3.61,3382.09,1656.53
2016/5/18 4:30,5.84,1.69,6.91,79.62,889.52,6.079613475,3.74,3712.98,1826.11
2016/5/18 4:45,5.96,1.6,7.12,76.72,889.56,6.171029088,4.56,6065.12,3646.36
2016/5/18 5:00,6.1,1.18,7.38,72.78,889.6,6.213082971,4.94,7475.77,4609.78
2016/5/18 5:15,6.12,0.47,7.66,68.54,889.68,6.138020854,4.92,7339,4653.17
2016/5/18 5:30,5.77,-0.17,7.95,64.4,889.75,5.77250379,4.62,6263.51,3795.48
2016/5/18 5:45,5.35,-0.74,8.29,58.62,889.75,5.400935104,4.71,6417.42,3967.24
2016/5/18 6:00,5.48,-1.82,8.69,51.54,889.8,5.774322471,4.77,6818.57,4117.64
2016/5/18 6:15,6.06,-3.11,8.82,49.74,889.78,6.811438908,4.82,6951.13,4248.67
2016/5/18 6:30,6.26,-3.13,8.81,50.79,889.74,6.99889277,4.66,6410.83,3917.03
2016/5/18 6:45,6.14,-3.03,8.86,50.8,889.8,6.84693362,4.27,4884.43,2929.35
2016/5/18 7:00,6.01,-3.19,8.94,49.89,889.8,6.804131098,4.84,7345.65,4420.18
2016/5/18 7:15,5.95,-3.43,9.04,48.54,889.88,6.867852648,5.54,10792.36,6630.4
2016/5/18 7:30,6.02,-3.57,9.11,46.91,890,6.998949921,4.91,8708.72,5035.01
2016/5/18 7:45,6.06,-3.57,9.18,44.71,890.22,7.033384676,4.34,5695.22,3310.29
2016/5/18 8:00,6,-3.42,9.25,41.71,890.32,6.906258032,4.34,5204.66,3160.85
2016/5/18 8:15,5.89,-3.28,9.34,38,890.34,6.741698599,4.78,7599.36,4427.96
2016/5/18 8:30,5.82,-3.15,9.46,33.98,890.38,6.617771528,5.48,10901.87,6631.42
2016/5/18 8:45,5.73,-3.03,9.59,30.28,890.35,6.481805304,5.41,10622.21,6636.94
2016/5/18 9:00,5.69,-3.09,9.74,27.41,890.33,6.47488996,4.93,8436.95,5294.22
2016/5/18 9:15,5.68,-3.41,9.88,25.67,890.38,6.624990566,5.3,10754.98,6560.4
2016/5/18 9:30,5.72,-3.85,9.94,25,890.38,6.894990935,6.87,20437.05,11932.26
2016/5/18 9:45,5.85,-4.09,9.97,24.85,890.44,7.137968899,8.04,28783.11,12270.15
2016/5/18 10:00,6.05,-4.22,10.01,24.98,890.52,7.376374448,8.24,30319.86,18492.83
2016/5/18 10:15,6.16,-4.66,10.05,25.36,890.63,7.724066287,8.4,31485.74,19647.97
2016/5/18 10:30,6.18,-5.37,10.02,25.73,890.71,8.187142359,8.42,31521.28,20861.11
2016/5/18 10:45,6.14,-5.88,9.93,26.21,890.9,8.501411647,9.09,36520.13,25324.3
2016/5/18 11:00,5.99,-6.2,9.82,26.85,891.06,8.620910625,9.3,38102.69,23772.98
2016/5/18 11:15,5.64,-6.43,9.71,27.51,891.24,8.553040395,9.49,39524.45,21687.64
2016/5/18 11:30,5.14,-6.56,9.6,28.18,891.42,8.33385865,8.64,33253.68,14775.6
2016/5/18 11:45,4.57,-6.5,9.45,28.91,891.58,7.94574729,7.4,23997.73,11154.46
2016/5/18 12:00,4.13,-6.42,9.33,29.36,891.77,7.633695042,8.79,34083.45,13168.37
2016/5/18 12:15,3.71,-6.14,9.18,30.16,891.88,7.173820461,10.37,44442.72,16307.84
2016/5/18 12:30,3.37,-5.8,9.02,31.11,891.81,6.707972868,9.46,39088.29,19391.86
2016/5/18 12:45,3.23,-5.55,8.86,31.48,892,6.42147958,9.88,41809.04,20107.54
2016/5/18 13:00,3.19,-5.63,8.72,31.04,892.14,6.470935017,10.07,42400.79,20678.62
2016/5/18 13:15,3.19,-5.87,8.62,30,892.32,6.680793366,10.22,43166.82,18308.57
2016/5/18 13:30,3.29,-6.13,8.54,28.62,892.43,6.957082722,10.16,42757.89,19408.3
2016/5/18 13:45,3.45,-6.46,8.49,27.2,892.5,7.323530569,9.65,40328.26,15326.22
2016/5/18 14:00,3.69,-6.78,8.47,26.13,892.56,7.719099688,9.91,41437.77,16652.64
2016/5/18 14:15,3.88,-6.99,8.46,25.49,892.64,7.994654464,9.68,39884.98,15020.5
2016/5/18 14:30,3.91,-7.02,8.48,25.16,892.72,8.035452694,9.37,38301.64,15985.57
2016/5/18 14:45,3.89,-6.96,8.52,24.98,892.86,7.973311734,9.25,37360.77,14825.22
2016/5/18 15:00,3.96,-6.9,8.55,24.86,892.96,7.9556018,9.14,36623.49,13652.82
2016/5/18 15:15,4.16,-6.84,8.6,24.76,893.06,8.005697971,9.26,37169.98,15056.55
2016/5/18 15:30,4.47,-6.71,8.62,24.75,893.16,8.062567829,10.5,44591.14,17385.84
2016/5/18 15:45,4.82,-6.42,8.61,24.84,893.23,8.028000997,10.48,44368.04,16446.69
2016/5/18 16:00,2.58,-6.52,7.74,33.27,895.81,7.011904164,10.16,42863.54,17812.02
2016/5/18 16:15,2.57,-7.08,7.7,33.45,895.72,7.532018322,9.75,40594.19,18728.15
2016/5/18 16:30,2.56,-7.48,7.66,33.75,895.7,7.905947129,10.01,42175.22,20913.1
2016/5/18 16:45,2.6,-7.57,7.61,34.15,895.77,8.004055222,10.34,43394.16,21530.24
2016/5/18 17:00,2.64,-7.33,7.53,34.6,895.87,7.790924207,9.61,39421.55,19506.94
2016/5/18 17:15,2.68,-6.89,7.45,35.1,895.97,7.392868185,9.2,36899.04,18943.84
2016/5/18 17:30,2.73,-6.34,7.35,35.66,896.11,6.902789291,9.4,37996.27,17283.24
2016/5/18 17:45,2.84,-5.79,7.24,36.21,896.22,6.449007676,9.65,39551.63,16484.47
2016/5/18 18:00,3.02,-5.32,7.13,36.72,896.32,6.117417756,10,41760.03,18576.41
2016/5/18 18:15,3.27,-4.79,6.95,37.46,896.27,5.799741374,9.62,39671.78,19330.77
2016/5/18 18:30,3.95,-2.66,6.46,39.83,895.99,4.762152874,9.98,41560.97,20668.94
2016/5/18 18:45,4.89,1.47,5.62,45.06,896.1,5.106172735,10.37,43809.85,22061.57
2016/5/18 19:00,5.54,3.58,5.02,50.44,896.36,6.59605943,9.72,40524.95,22303.95
2016/5/18 19:15,5.97,3.46,4.7,53.93,896.66,6.900181157,9.66,39521.28,23036.6
2016/5/18 19:30,6.15,3.4,4.53,55.8,896.83,7.027268317,9.15,36523.6,21914.25
2016/5/18 19:45,6.28,3.56,4.42,56.85,896.93,7.218864177,8.94,35281.27,22026.21
2016/5/18 20:00,6.36,3.64,4.4,57.15,897.04,7.327973799,8.53,32327.56,21147.28
2016/5/18 20:15,6.39,3.66,4.38,57.19,897.07,7.363945953,8.05,28748.57,19152.99
2016/5/18 20:30,6.38,3.68,4.34,57.3,897.06,7.365242698,7.46,24406.5,15863.35
2016/5/18 20:45,6.37,3.75,4.3,57.41,897.04,7.39184686,7.05,21488.5,13167.26
2016/5/18 21:00,6.34,3.82,4.26,57.44,897.02,7.40189165,6.62,18319.87,11002.41
2016/5/18 21:15,6.3,3.93,4.25,57.31,896.99,7.425287873,6.38,16512.22,9687.58
2016/5/18 21:30,6.25,4.07,4.25,57.01,896.93,7.45837784,5.87,13035.72,7278.07
2016/5/18 21:45,6.23,4.26,4.28,56.53,896.94,7.547218031,5.79,12274.67,7252.89
2016/5/18 22:00,6.28,4.45,4.34,55.86,896.98,7.696811028,5.28,9229.93,5540.23
2016/5/18 22:15,6.39,4.59,4.41,55.06,897.06,7.867668015,4.87,7302.78,4302.21
2016/5/18 22:30,6.55,4.67,4.49,54.17,897.08,8.044339625,4.35,5459.15,3191.49
2016/5/18 22:45,6.76,4.71,4.58,53.25,897.11,8.239035138,3.7,3947.57,1995
2016/5/18 23:00,7.02,4.65,4.63,52.51,897.11,8.420385977,3.22,2666.13,1022.56
2016/5/18 23:15,7.29,4.56,4.69,51.95,897.11,8.598703391,2.95,2214.16,607.42
2016/5/18 23:30,7.55,4.42,4.78,51.45,897.11,8.748651325,3.42,3133.83,1344.2
2016/5/18 23:45,7.83,4.15,4.94,50.89,897.12,8.861794401,4.17,4913.74,2745.5
2016/5/19 0:00,8.04,3.87,5.1,50.44,897.13,8.922919926,4.93,7460.28,4572.77
2016/5/19 0:15,8.27,3.33,5.34,49.74,897.07,8.915256586,5.27,9502,5539.09
2016/5/19 0:30,8.42,2.55,5.59,48.86,896.93,8.797664463,6.7,18889.58,11814.08
2016/5/19 0:45,8.53,1.24,5.95,47.44,896.95,8.619657766,7.24,22799.67,14991.57
2016/5/19 1:00,8.51,0.57,6.15,46.74,897.34,8.529067944,7.46,24462.52,16675.35
2016/5/19 1:15,8.25,0.14,6.33,46.62,897.7,8.251187793,8.2,29909.99,17236.97
2016/5/19 1:30,8.07,0.02,6.47,46.97,897.85,8.070024783,8.56,32635.66,17048.91
2016/5/19 1:45,8.04,-0.02,6.62,47.52,897.93,8.040024876,8.22,30055.47,17381.31
2016/5/19 2:00,7.95,-0.08,6.78,48.15,898.08,7.950402506,9.19,37247.75,16927.76
2016/5/19 2:15,7.87,-0.07,6.95,48.75,898.23,7.870311303,9.84,42093.8,15383.4
2016/5/19 2:30,7.86,-0.01,7.17,48.67,898.28,7.860006361,9.91,42131.86,14267.46
2016/5/19 2:45,8.08,-0.18,7.64,46.88,898.33,8.082004702,9.39,38445.82,14356.78
2016/5/19 3:00,8.48,-1.36,8.33,43.12,898.33,8.588364221,9.31,38026.52,14633.42
2016/5/19 3:15,8.99,-2.83,8.85,40.41,898.32,9.424913793,8.94,35268.08,14978.69
2016/5/19 3:30,9.18,-3.43,9.15,39.38,898.37,9.799862244,9.4,38778.49,15157.11
2016/5/19 3:45,9.21,-3.77,9.41,38.5,898.38,9.951733517,9.08,36344.81,14556.49
2016/5/19 4:00,9.15,-4.09,9.66,37.75,898.38,10.02250468,9,34970.26,13956.99
2016/5/19 4:15,9.02,-4.36,9.93,36.99,898.35,10.01848292,9.9,40622.79,14214.82
2016/5/19 4:30,8.84,-4.66,10.19,36.14,898.32,9.99305759,9.8,40102.79,14360.79
2016/5/19 4:45,8.56,-5.12,10.5,35.02,898.26,9.974367148,8.38,31320.8,14096.32
2016/5/19 5:00,8.12,-5.6,10.84,33.85,898.18,9.863792374,7.46,24643.59,14279.11
2016/5/19 5:15,7.47,-6.17,11.18,32.69,898.1,9.688642836,7.44,23703.32,13855.7
2016/5/19 5:30,6.67,-6.68,11.49,31.64,898.06,9.439878177,8.39,30303.28,14554.6
2016/5/19 5:45,5.92,-7.2,11.74,30.77,898.05,9.321287465,9.09,35965.27,12646.12
2016/5/19 6:00,5.57,-7.73,11.86,30.53,898.02,9.527738451,9.27,37695.13,12489.45
2016/5/19 6:15,5.36,-8.2,11.97,30.45,898.11,9.796407505,9.26,37221.47,13623.11
2016/5/19 6:30,5.3,-8.67,12.02,30.63,898.13,10.16163865,8.77,33783.6,13941.84
2016/5/19 6:45,5.27,-9.02,12.04,30.85,898.11,10.44668847,8.44,31659.87,13667.96
2016/5/19 7:00,5.21,-9.24,12.04,31,898.07,10.60762462,8.44,31675.85,13856.01
2016/5/19 7:15,5.22,-9.3,12.01,31.23,898.01,10.66482067,7.57,25408.51,13967.62
2016/5/19 7:30,5.2,-9.23,12,31.52,898.04,10.59400302,7.04,21419.28,13822.49
2016/5/19 7:45,5.13,-9.08,12,31.71,898.1,10.42896447,7.07,21554.24,14280.62
2016/5/19 8:00,5.02,-8.92,12,31.89,898.17,10.23556545,6.46,17243.08,10736.86
2016/5/19 8:15,4.88,-8.75,12,32.08,898.26,10.01882728,7.31,23371.82,15589.3
2016/5/19 8:30,4.74,-8.58,12,32.27,898.32,9.802244641,7.93,27876.5,16571.6
2016/5/19 8:45,4.6,-8.41,12,32.44,898.37,9.585828081,7.78,26827.75,16953.97
2016/5/19 9:00,4.47,-8.31,12,32.67,898.39,9.435941924,8.07,28896.57,16461.27
2016/5/19 9:15,4.34,-8.24,11.98,32.99,898.4,9.31306609,8.2,29904.27,15427.13
2016/5/19 9:30,4.19,-8.19,11.97,33.4,898.39,9.199576077,7.94,28002.21,12033.68
2016/5/19 9:45,4.03,-8.13,11.94,33.88,898.41,9.074017853,7.58,25358.72,10644.29
2016/5/19 10:00,3.84,-8.06,11.91,34.42,898.43,8.928000896,7.24,22768.62,9093.34
2016/5/19 10:15,3.57,-7.9,11.88,34.98,898.45,8.669192581,7.36,23733.3,7660.07
2016/5/19 10:30,3.26,-7.73,11.86,35.46,898.5,8.389308672,6.95,20800.32,6405.61
2016/5/19 10:45,3,-7.55,11.84,35.88,898.55,8.124192268,5.92,15228.24,6470.04
2016/5/19 11:00,2.82,-7.45,11.82,36.29,898.58,7.965858397,5.45,13350.91,6670.47
2016/5/19 11:15,2.66,-7.38,11.77,36.71,898.68,7.844743463,5.14,12139.33,6687.04
2016/5/19 11:30,2.49,-7.22,11.72,37.05,898.67,7.637309736,5.22,11128.08,6378.17
2016/5/19 11:45,2.36,-7.04,11.65,37.38,898.71,7.42503872,6.29,17926.38,6797.8
2016/5/19 12:00,2.32,-6.81,11.57,37.62,898.76,7.194338052,7.67,26274.18,6633.41
2016/5/19 12:15,2.23,-6.61,11.47,38.15,898.82,6.97603039,8.31,30828.11,6568.29
2016/5/19 12:30,2.15,-6.44,11.34,39.01,898.78,6.789410873,8.09,29354.82,7285.16
2016/5/19 12:45,1.87,-5.52,11.15,40.77,898.78,5.828147218,8.11,29378.32,7670.53
2016/5/19 13:00,1.63,-4.93,10.96,41.93,898.77,5.192475325,8.39,31076.34,7757.13
2016/5/19 13:15,1.32,-4.84,10.73,42.33,898.69,5.01677187,7.36,24678.43,7920.93
2016/5/19 13:30,0.95,-4.97,10.51,42.37,898.69,5.059980237,8.5,31883.89,8369.98
2016/5/19 13:45,0.6,-5.1,10.33,42.09,898.69,5.135172831,9.51,38408.88,8730.01
2016/5/19 14:00,0.36,-5.15,10.16,42.05,898.69,5.162567191,9.61,38828.71,9108.7
2016/5/19 14:15,0.19,-5.04,10.03,42.31,898.72,5.043580078,9.57,38824.13,7211.75
2016/5/19 14:30,0.06,-4.85,9.93,42.7,898.74,4.85037112,10.31,42718.62,9078.01
2016/5/19 14:45,0.01,-4.59,9.85,43,898.78,4.590010893,10.92,45186.96,7324.8
2016/5/19 15:00,-0.07,-4.32,9.81,43.1,898.81,4.320567092,10.34,42768.47,7950.33
2016/5/19 15:15,-0.21,-4.17,9.77,43.22,898.83,4.175284421,9.69,39847.06,8272.94
2016/5/19 15:30,-0.3,-4.06,9.7,43.55,898.86,4.071068656,9.19,37011.75,7904.81
2016/5/19 15:45,-0.29,-3.8,9.63,43.96,898.88,3.811049724,8.8,34132.13,8078.13
2016/5/19 16:00,5.82,-0.76,8.53,69.08,898.87,5.869412236,8.9,34824.39,8362.3
2016/5/19 16:15,5.8,-0.55,8.37,70.34,898.73,5.826019224,8.61,32838.82,8956.49
2016/5/19 16:30,5.77,-0.17,8.19,71.54,898.66,5.77250379,8.39,31262.49,10947.56
2016/5/19 16:45,5.67,0.14,8.02,72.5,898.6,5.671728132,8.55,32421.09,13862.34
2016/5/19 17:00,5.51,0.34,7.87,73,898.54,5.520480052,8.24,30082.71,13990.61
2016/5/19 17:15,5.33,0.71,7.75,73.19,898.49,5.377080993,8.39,31193.97,14505.22
2016/5/19 17:30,5.36,1.5,7.64,73.52,898.45,5.565932087,8.5,31956.49,16102.18
2016/5/19 17:45,5.51,2.19,7.56,74.04,898.42,5.929266396,7.79,26820.7,16566.32
2016/5/19 18:00,5.75,2.34,7.47,74.6,898.39,6.207906249,8.43,31532.34,19896.73
2016/5/19 18:15,5.93,2.31,7.3,75.33,898.26,6.364039598,7.51,24828.67,16354.57
2016/5/19 18:30,5.95,2.44,7.06,75.89,897.89,6.430870859,7.95,28097.36,18663.61
2016/5/19 18:45,5.89,2.79,6.83,75.97,897.66,6.517376773,7.39,23963.72,15610.53
2016/5/19 19:15,5.99,3.3,6.47,74.65,897.69,6.838866865,8.3,30435.03,19281.08
2016/5/19 19:30,6.09,3.47,6.33,73.83,897.61,7.009208229,8.48,31774.03,19724.05
2016/5/19 19:45,6.25,3.53,6.2,73.02,897.52,7.177980217,7.87,27366.37,18272.78
2016/5/19 20:00,6.41,3.45,6.09,72.22,897.46,7.279464266,9.53,39322.14,23728.19
2016/5/19 20:15,6.42,3.38,5.98,71.45,897.43,7.25539799,10.25,43660.24,22257.03
2016/5/19 20:30,6.3,3.41,5.89,70.72,897.38,7.163665263,8.79,34420.46,21354.88
2016/5/19 20:45,6.14,3.44,5.81,69.99,897.34,7.037982666,8.39,31228.6,20997.67
2016/5/19 21:00,5.93,3.43,5.75,69.33,897.32,6.850532826,8.89,35040.66,23424.99
2016/5/19 21:15,5.69,3.4,5.69,68.72,897.34,6.628431187,11.98,46837.36,27150.48
2016/5/19 21:30,5.47,3.36,5.63,68.16,897.36,6.419540482,10.85,46220.42,24018.13
2016/5/19 21:45,5.28,3.28,5.59,67.51,897.41,6.215850706,9.69,40983.37,22230.79
2016/5/19 22:00,5.11,3.21,5.57,66.75,897.56,6.034583664,9.48,39302.92,22691.89
2016/5/19 22:15,4.97,3.18,5.57,65.97,897.72,5.900279654,9.45,39244.37,25441.13
2016/5/19 22:30,4.86,3.22,5.55,65.26,897.8,5.829922813,9.02,36231.36,24449.17
2016/5/19 22:45,4.81,3.33,5.5,64.59,897.85,5.850213671,8.06,28919.49,19663.88
2016/5/19 23:00,4.79,3.45,5.43,63.92,897.93,5.90310088,6.85,19992.59,12499.25
2016/5/19 23:15,4.75,3.56,5.34,63.38,897.97,5.936000337,6.8,19801.07,12076.65
2016/5/19 23:30,4.66,3.59,5.29,62.81,898.02,5.882490969,7.52,24916.82,16454.19
2016/5/19 23:45,4.54,3.47,5.33,62.15,898.07,5.714236607,7.26,23090.68,15053.29
2016/5/20 0:00,4.43,3.27,5.44,61.45,898.12,5.506160187,7.66,25950.09,17581.77
2016/5/20 0:15,4.5,2.8,5.67,60.14,898.09,5.3,7.51,24789.06,16861.59
2016/5/20 0:30,4.38,2.54,5.83,59.77,897.97,5.063200569,6.39,16803.63,10890.27
2016/5/20 0:45,4.34,2.27,6.05,59.14,898.09,4.897805631,6.36,16783.86,10857.18
2016/5/20 1:00,4.35,2.04,6.31,58.13,898.4,4.804591554,6.02,14612.1,9515.26
2016/5/20 1:15,4.49,1.76,6.63,55.89,898.64,4.822623767,5.85,13299.17,8336.81
2016/5/20 1:30,4.7,1.3,6.99,52.01,898.8,4.876474136,6.75,19307.88,12208.27
2016/5/20 1:45,4.83,0.84,7.35,47.81,898.87,4.902499363,7.03,21254.84,13732.66
2016/5/20 2:00,4.81,0.44,7.68,44.06,898.9,4.830082815,7.16,22199.79,14466.2
2016/5/20 2:15,4.68,-0.01,7.98,40.78,898.95,4.680010684,7.02,21147.09,13628.71
2016/5/20 2:30,4.44,-0.64,8.27,37.64,898.97,4.485888987,6.5,17295.47,11088.53
2016/5/20 2:45,4.15,-1.3,8.48,36.08,899.06,4.348850423,6.68,18573.05,11853.05
2016/5/20 3:00,3.94,-1.6,8.63,35.55,899.15,4.252481628,7.08,21653.47,13834.26
2016/5/20 3:15,3.96,-1.53,8.8,35.01,899.25,4.245291509,7.42,24200.49,15318.9
2016/5/20 3:30,4.07,-1.28,9,34.32,899.33,4.26653255,7.08,21727.23,13286
2016/5/20 3:45,4.15,-1.04,9.22,33.24,899.39,4.278329113,6.94,20572.58,12350
2016/5/20 4:00,4.17,-0.8,9.41,32.25,899.4,4.246045219,7.25,22883.16,14130.71
2016/5/20 4:15,4.18,-0.63,9.6,31.24,899.39,4.227209481,7.47,24554.7,15302.55
2016/5/20 4:30,4.24,-0.57,9.78,30.43,899.39,4.27814212,6.72,18916.2,11647.45
2016/5/20 4:45,4.32,-0.55,9.94,29.79,899.39,4.354870836,6.28,15724.15,9817.83
2016/5/20 5:00,4.41,-0.59,10.09,29.25,899.39,4.449292079,6.52,17432.24,10893.14
2016/5/20 5:15,4.48,-0.74,10.24,28.76,899.38,4.540704791,6.72,18851.14,11814.76
2016/5/20 5:30,4.54,-1.01,10.38,28.34,899.37,4.650989142,6.28,15684.52,9791.35
2016/5/20 5:45,4.58,-1.3,10.51,27.99,899.37,4.76092428,5.56,10945.5,6806.16
2016/5/20 6:00,4.61,-1.57,10.64,27.66,899.36,4.870010267,4.9,7862.9,4816.04
2016/5/20 6:15,4.63,-1.79,10.75,27.37,899.34,4.963970185,4.05,4976.87,2726.89
2016/5/20 6:30,4.58,-1.96,10.87,27.1,899.45,4.981766755,4.39,5957.89,3471.43
2016/5/20 6:45,4.52,-2.14,10.98,26.85,899.58,5.0009999,4.32,5613.13,3322.08
2016/5/20 7:00,4.42,-2.32,11.07,26.63,899.54,4.991873396,4.21,5541.7,3042.99
2016/5/20 7:15,4.34,-2.44,11.17,26.41,899.53,4.978875375,4.43,5799.27,3336.91
2016/5/20 7:30,4.27,-2.52,11.26,26.19,899.56,4.958154899,4.28,5765.49,3209.53
2016/5/20 7:45,4.18,-2.59,11.36,25.92,899.6,4.917367182,4.48,6812.68,3917.68
2016/5/20 8:00,4.12,-2.66,11.46,25.61,899.63,4.904079934,4.5,6680.78,3917.28
2016/5/20 8:15,4.07,-2.72,11.54,25.22,899.64,4.895232374,4.6,6481.24,3926.18
2016/5/20 8:30,4.05,-2.71,11.63,24.72,899.67,4.873048327,4.96,8064.49,4824.58
2016/5/20 8:45,4.04,-2.62,11.7,24.13,899.69,4.815184316,3.99,4740.17,2536.41
2016/5/20 9:00,4.04,-2.48,11.79,23.53,899.7,4.740464112,3.38,3388.32,1561.04
2016/5/20 9:15,4.04,-2.38,11.86,23.02,899.7,4.688923117,3.19,2770.88,1135.48
2016/5/20 9:30,4.02,-2.3,11.92,22.68,899.71,4.631457654,3.08,2475.1,773.34
2016/5/20 9:45,4.02,-2.21,11.97,22.58,899.72,4.587428474,3.18,2581.4,746.61
2016/5/20 10:00,4.01,-2.09,12.01,22.68,899.72,4.521968598,3.49,3182.24,1318.34
2016/5/20 10:15,4.02,-1.97,12.03,22.96,899.73,4.476751054,3.64,3387.51,1557.87
2016/5/20 10:30,4.03,-1.83,12.05,23.37,899.75,4.426036602,3.47,2989.66,1295.68
2016/5/20 10:45,4.02,-1.66,12.06,23.97,899.77,4.349252809,3.27,2653.2,1002.08
2016/5/20 11:00,4.02,-1.53,12.06,24.76,899.8,4.301313753,3.34,2770.69,1095.53
2016/5/20 11:15,4.01,-1.45,12.04,25.78,899.85,4.264106002,3.83,3784.46,1968.49
2016/5/20 11:30,3.97,-1.41,12.01,26.93,899.88,4.212956207,4.04,4340.13,2394.64
2016/5/20 11:45,3.93,-1.38,11.96,28.29,899.92,4.165249092,4.16,4853.1,2624.75
2016/5/20 12:00,3.92,-1.4,11.89,29.81,899.98,4.162499249,3.75,3831.65,1915.37
2016/5/20 12:15,3.92,-1.38,11.79,31.48,900.09,4.155815203,3.83,4080.98,2089.44
2016/5/20 12:30,3.88,-1.27,11.68,33.17,900.22,4.082560471,4.54,6457.04,3621.19
2016/5/20 12:45,3.68,-0.88,11.52,35.52,900.46,3.783754749,4.71,7188.72,4178.88
2016/5/20 13:00,3.39,-0.22,11.32,38.29,900.74,3.397131143,4.5,6325.38,3730.52
2016/5/20 13:15,3.3,0.49,11.04,40.65,900.9,3.336180451,4.89,8178.87,4792.99
2016/5/20 13:30,3.23,1.2,10.72,42.41,901.06,3.445707475,4.84,8009.91,4630.75
2016/5/20 13:45,2.9,2.07,10.38,43.61,901.22,3.562990317,4.77,7637.3,4375.12
2016/5/20 14:00,2.29,3.13,10.09,44.25,901.34,3.878272811,4.52,6458.03,3662.63
2016/5/20 14:15,1.59,4.17,9.85,44.75,901.42,4.462846625,4.7,7481.02,4030.98
